528,528,529,531.5,528,532,526.5,531,527.5,528,526.5,528,530,523,528.5,526,524,526,526.5,527,524,527,524,526.5,525.5,525,522.5,524.5,525,524.5,527.5,526,525,526,526,527.5,525,525.5,524.5,525.5,526,525,526.5,524.5,526,524.5,527,526,524,528,527,526,527,525.5,527,526,530,528,527.5,529.5,527,525,529,529.5,531,527.5,527.5,527,528,527,525.5,530,529,527,529,525.5,525,526.5,526.5,526,527,525,530.5,527,524.5,530,525,525.5,525.5,529.5,528,526.5,526.5,528,526,527,527,527.5,527.5,524.5
518.5,518,521.5,518.5,517.5,521,520.5,521,518,517,518.5,518,519.5,518.5,519,518,517,520.5,520,521.5,522,521,523,521,521,522.5,520,522.5,521.5,519,522,521.5,519.5,519.5,522,519,522.5,520,522,517.5,521.5,518,520.5,520.5,519.5,519.5,519.5,519,523.5,519.5,516.5,520,521.5,518.5,521.5,518.5,522.5,516.5,520.5,521.5,519.5,523,521,519,517.5,519,523,520.5,522,517,522,519.5,521,519,518.5,520,520.5,518.5,518.5,521,517.5,520,520.5,523,520,522,522.5,519.5,521,519.5,520.5,519.5,519,520,518,518.5,521.5,520,519,518
517.5,513.5,517,514.5,515.5,518,515,517,517,516,516.5,516,516.5,515,513,514.5,516,515,516,513.5,517.5,516,513,512.5,516,513,515,513.5,514,513.5,514.5,513.5,515.5,515,513.5,514,513.5,514.5,515.5,515,515.5,512,510,514,512,513,513.5,514,512.5,512.5,511,515.5,512.5,513.5,511,514.5,512,513.5,515,515,512.5,514,514,514,517,511,514,513.5,511.5,513,513.5,511.5,514.5,513,515,512,514.5,513.5,513,513.5,512,515,514,514,515,513,511.5,515,513.5,513,513.5,514.5,513,512,515,512,513.5,515,512.5,511.5
515,517,517.5,515,515,518,515.5,516,517.5,517,515,513.5,515,517.5,517.5,514,515,513.5,515,517,515.5,517.5,514.5,512,516,515.5,518,516.5,513.5,515.5,517.5,517,514.5,516,516,516.5,515.5,515,512.5,517,515.5,514,516.5,515,515,518,516.5,514.5,515,516,515,516,515,514.5,516,515.5,515,516,513.5,513.5,514,516,516.5,516,515,513.5,514,513.5,513,516.5,514.5,515.5,512.5,516,516,515,513,517,514,512,514,514.5,514.5,516.5,513,513,515.5,513.5,513,511.5,514,511.5,516,514,511,517,517,515,513.5,513
517,518,515.5,515.5,516.5,513.5,515.5,515,514.5,515.5,518,515.5,517.5,515,514,512,517.5,516,516.5,513.5,516.5,514,518,516.5,517,512.5,518,514,515,515.5,512.5,514.5,514,515.5,515.5,515.5,515,515.5,516,515.5,512,514.5,516,514.5,515.5,516.5,515,514,513.5,515,516.5,516,514.5,513.5,518.5,516.5,514.5,514,514.5,515,514,512.5,515,515,512.5,514,514,513.5,515,515.5,515,512,514.5,514,514.5,516,514,513.5,514,515.5,512.5,514.5,511,515.5,515,516,514.5,514,514,516.5,514.5,516,511,515,511.5,516,513.5,514.5,513.5,512.5
517,516.5,514.5,513.5,515.5,517,517.5,517,513.5,516.5,515.5,513.5,517,514.5,514,515,515.5,515.5,515,514.5,515.5,513,515,516,516,517,514.5,515.5,515,513,515,514,513.5,513,515.5,515,513.5,515.5,517,515,516,516.5,515,515,514.5,512.5,516,512.5,515,514,516,512.5,513,514,514.5,513,514.5,512.5,514,514,511.5,518,515.5,515.5,516,516,516,512.5,515.5,513,514.5,514.5,514,512,513.5,513.5,513.5,513,515,515.5,517.5,513,515,515.5,513.5,513.5,515.5,513.5,511,516.5,513,516,515.5,513,513,515.5,512.5,515.5,515,513
516,514.5,518,515,513,512.5,516.5,516,518,516,517,516.5,515,516,515.5,515,516.5,515,515.5,515.5,516,517,515.5,516.5,515,515,514,515.5,515,516,517,515,515,515.5,515.5,517,516,516.5,515,516,514.5,516.5,517,514,514.5,517.5,513.5,514.5,516.5,514.5,513,514.5,515,516.5,513.5,516.5,518,516.5,517,514,514.5,516,514,514.5,512.5,513,515.5,513,517.5,512.5,515,514.5,515,515,513.5,514,518,518,513,517,513,513.5,516.5,515,516,515,518,513,515.5,513.5,516.5,514,516,514,516,513,517.5,516,515.5,510.5
517,517,517,516,515.5,516.5,515,514,516,515,515.5,516.5,515.5,515,512.5,514,515,514,513,516.5,515,515,513,515.5,515.5,517,514,513.5,514.5,517,516.5,517,515,516,514,517,513,515,515.5,519,515.5,513.5,517.5,515.5,515.5,516,516,514,515.5,515.5,514,517,515,517.5,515.5,514,511,514.5,515.5,517,515,513.5,515,516.5,514,515,514,516,514,516.5,513.5,510.5,517,516.5,516,515.5,512,517,515,515,514.5,515,516,515,515.5,515,515,517,516.5,514.5,517,516.5,515.5,514,515,514,515.5,513,513.5,514
517,516,516,517,517.5,515,516,516,517,514,515,516,516,515,515.5,516.5,517.5,514,515,515.5,518,516,516,514,515,514,515.5,519.5,514.5,516,516,514,516.5,515,516.5,515.5,514.5,515.5,516,515,515,515,516.5,516,516,517,513,517.5,516,516,515,515,516,514,514,515.5,512.5,513.5,513.5,515,518,515.5,517,516,516,515.5,515,517,515.5,514.5,516.5,516.5,513.5,515,515,516.5,514.5,515,515,514.5,517,516.5,513.5,513,517.5,514,514,514,516,514,514,515.5,516,516.5,517,516.5,516.5,513,514,514
516,515,518,516,514.5,515.5,514,515,516.5,517.5,516.5,515.5,514.5,516,516.5,516,514,517,518,515.5,512.5,516.5,517.5,518,515,515.5,518,516,518,515.5,518.5,513.5,515,515.5,517.5,516.5,518,515,515,515.5,516,516,517,517.5,513.5,514.5,515.5,515.5,515,515.5,518,515.5,515.5,514,514.5,514.5,516.5,513.5,515,517,516,516,515,512,513.5,517,513.5,515.5,514.5,514.5,515.5,517,516,515.5,515.5,515,517.5,517.5,516.5,516.5,515,515,514,513.5,516,514,515.5,516.5,515,516.5,517,512.5,515.5,514,516,513.5,516.5,515,514,512
518.5,516,516,515,514.5,517,515.5,519,515,516,517.5,518,516,514.5,519,515,516,518.5,515,516,513,515,517.5,515,516.5,514.5,514,514.5,513,516,515.5,514,518,515.5,517,515,512,517.5,514.5,515,514.5,518,511.5,516.5,516.5,514.5,515.5,518,516,515.5,515.5,516,514,515.5,513.5,515.5,515.5,513,514.5,515,517,515,515,515,515,513.5,517,513.5,515,516.5,517,515,515,514,515,514,513.5,514,515,516,515,514,517,513.5,512.5,516,515,515.5,516.5,514,514.5,516.5,513,516.5,514.5,514.5,515,515,515,512
517,516.5,516,514,514.5,519,514.5,516.5,514,514.5,512.5,513.5,516.5,514,515.5,515,515,517,518,516.5,517,515.5,516.5,513.5,516.5,514.5,513.5,518.5,514.5,517.5,513.5,513,514,516,515.5,514,514,514.5,517,516,515.5,517,515.5,514,515.5,517,518,515,515.5,516,513,515,515.5,516,516,516.5,515.5,511,515,514.5,513.5,516.5,512,516.5,514,515.5,517,517,515,512.5,515,516.5,515,516,514.5,516,516,516.5,515.5,513.5,514,514.5,517,515,514,516.5,514.5,515,514.5,513.5,515.5,518,512.5,514,517,513,514,514.5,516,514.5
